 | discuss 10946 - You want what filled?	 Accepted	C++	0.000	0.000	192	1 hours ago
 | discuss 336 - A Node Too Far	 Accepted	C++	0.120	0.000	1806	2016-06-25 04:14
 | discuss 336 - A Node Too Far	 Wrong answer	C++	0.220	0.000	-	2016-06-25 03:35
 | discuss 336 - A Node Too Far	 Runtime error	C++	0.000	0.000	-	2016-06-25 03:34
 | discuss 10004 - Bicoloring	 Accepted	C++	0.000	0.000	1790	2016-06-25 02:20
 | discuss 10004 - Bicoloring	 Wrong answer	C++	0.000	0.000	-	2016-06-25 02:16
 | discuss 11085 - Back to the 8-Queens	 Wrong answer	C++	0.000	0.000	-	2016-06-23 20:07
 | discuss 11085 - Back to the 8-Queens	 Wrong answer	C++	0.000	0.000	-	2016-06-23 20:02
 | discuss 11137 - Ingenuous Cubrency	 Accepted	C++	0.000	0.000	404	2016-06-22 20:48
 | discuss 10152 - ShellSort	 Accepted	C++	0.310	0.000	1125	2016-06-21 17:53
 | discuss 706 - LC-Display	 Accepted	ANSI C	0.000	0.000	44	2016-06-18 16:40
 | discuss 11331 - The Joys of Farming	 Accepted	C++	0.000	0.000	2	2016-06-17 14:36
 | discuss 1133 - Rent your airplane and make money	 Wrong answer	C++	0.000	0.050	-	2016-06-17 14:32
 | discuss 343 - What Base Is This?	 Accepted	C++	0.000	0.000	36	2016-06-15 16:42
 | discuss 100 - The 3n + 1 problem	 Accepted	ANSI C	0.000	0.000	167	2016-06-12 21:53
 | discuss 11526 - H(n)	 Accepted	C++	0.540	0.020	1210	2016-06-11 02:13
 | discuss 10432 - Polygon Inside A Circle	 Accepted	ANSI C	0.000	0.000	425	2016-06-09 12:11
 | discuss 10341 - Solve It	 Accepted	C++	0.040	0.000	2630	2016-06-07 04:09
 | discuss 147 - Dollars	 Accepted	ANSI C	0.000	0.000	106	2016-06-07 00:54
 | discuss 147 - Dollars	 Runtime error	C++	0.000	0.000	-	2016-06-06 14:16
 | discuss 147 - Dollars	 Runtime error	C++	0.000	0.000	-	2016-06-06 14:13
 | discuss 147 - Dollars	 Runtime error	C++	0.000	0.000	-	2016-06-06 14:11
 | discuss 147 - Dollars	 Runtime error	C++	0.000	0.000	-	2016-06-06 14:08
 | discuss 147 - Dollars	 Runtime error	ANSI C	0.000	0.000	-	2016-06-06 14:07
 | discuss 674 - Coin Change	 Accepted	C++	0.010	0.000	172	2016-06-05 01:00
 | discuss 674 - Coin Change	 PresentationE	C++	0.010	0.000	-	2016-06-05 00:58
 | discuss 674 - Coin Change	 Time limit	C++	3.000	0.000	-	2016-06-04 02:50
 | discuss 674 - Coin Change	 Time limit	C++	3.000	0.000	-	2016-06-04 02:07
 | discuss 10130 - SuperSale	 Accepted	C++	0.340	0.000	4675	2016-06-04 00:34
 | discuss 10130 - SuperSale	 Accepted	C++	0.340	0.000	4674	2016-06-03 22:42
 | discuss 10130 - SuperSale	 Wrong answer	C++	0.400	0.000	-	2016-06-03 22:38
 | discuss 10130 - SuperSale	 Wrong answer	ANSI C	1.130	0.000	-	2016-06-03 21:59
 | discuss 12700 - Banglawash	 Accepted	ANSI C	0.000	0.000	336	2016-05-31 19:35
 | discuss 12798 - Handball	 Accepted	ANSI C	0.000	0.000	37	2016-05-31 19:34
 | discuss 12750 - Keep Rafa at Chelsea	 Accepted	ANSI C	0.000	0.000	68	2016-05-31 19:32
 | discuss 11369 - Shopaholic	 Accepted	C++	0.020	0.000	60	2016-05-25 13:00
 | discuss 12289 - One-Two-Three	 Accepted	ANSI C	0.000	0.000	1592	2016-05-25 00:51
 | discuss 11494 - Queen	 Accepted	ANSI C	0.000	0.000	294	2016-05-24 19:13
 | discuss 11526 - H(n)	 Time limit	C++	5.000	0.020	-	2016-05-24 10:06
 | discuss 11526 - H(n)	 Time limit	ANSI C	5.000	0.020	-	2016-05-24 02:01
 | discuss 10219 - Find the ways !	 Accepted	ANSI C	0.000	0.000	1013	2016-05-24 00:25
 | discuss 13082 - High School Assembly	 Accepted	C++	0.010	0.000	69	2016-05-23 22:31
 | discuss 13082 - High School Assembly	 Wrong answer	C++	0.010	0.000	-	2016-05-23 22:30
 | discuss 11364 - Parking	 Accepted	C++	0.000	0.000	1623	2016-05-23 20:28
 | discuss 11364 - Parking	 Compile error	ANSI C	0.000	0.000	-	2016-05-23 20:27
 | discuss 10935 - Throwing cards away I	 Accepted	C++	0.000	0.000	1059	2016-05-23 01:55
 | discuss 10935 - Throwing cards away I	 Wrong answer	C++	0.000	0.000	-	2016-05-23 01:43
 | discuss 10935 - Throwing cards away I	 PresentationE	C++	0.000	0.000	-	2016-05-23 01:33
 | discuss 10935 - Throwing cards away I	 PresentationE	C++	0.000	0.000	-	2016-05-23 01:11
 | discuss 10935 - Throwing cards away I	 PresentationE	C++	0.000	0.000	-	2016-05-23 01:08
 | discuss 10738 - Riemann vs Mertens	 Accepted	C++	0.230	0.010	321	2016-05-22 23:54
 | discuss 10738 - Riemann vs Mertens	 Wrong answer	C++	0.220	0.010	-	2016-05-22 23:35
 | discuss 10738 - Riemann vs Mertens	 Wrong answer	C++	0.230	0.010	-	2016-05-22 23:24
 | discuss 10812 - Beat the Spread!	 Accepted	ANSI C	0.000	0.000	2845	2016-05-22 17:30
 | discuss 10812 - Beat the Spread!	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-22 17:08
 | discuss 580 - Critical Mass	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-17 15:29
 | discuss 580 - Critical Mass	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-17 15:15
 | discuss 495 - Fibonacci Freeze	 Accepted	ANSI C	0.010	0.000	13	2016-05-17 10:19
 | discuss 10812 - Beat the Spread!	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-15 21:20
 | discuss 10812 - Beat the Spread!	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-15 21:18
 | discuss 146 - ID Codes	 Accepted	C++	0.000	0.000	3473	2016-05-13 15:05
 | discuss 11044 - Searching for Nessy	 Accepted	ANSI C	0.000	0.000	2042	2016-05-13 12:52
 | discuss 11659 - Informants	 Time limit	C++	3.000	0.000	-	2016-05-12 13:59
 | discuss 10533 - Digit Primes	 Accepted	ANSI C	0.150	0.010	169	2016-05-12 11:31
 | discuss 10533 - Digit Primes	 Time limit	ANSI C	3.000	0.010	-	2016-05-12 10:53
 | discuss 10776 - Determine The Combination	 Accepted	C++	0.000	0.000	142	2016-05-09 01:53
 | discuss 10776 - Determine The Combination	 Time limit	C++	3.000	0.000	-	2016-05-09 01:23
 | discuss 10776 - Determine The Combination	 Time limit	C++	3.000	0.000	-	2016-05-09 00:47
 | discuss 10344 - 23 out of 5	 Accepted	C++	0.340	0.020	484	2016-05-08 19:05
 | discuss 677 - All Walks of length "n" from the first node	 Accepted	C++	0.020	0.000	22	2016-05-08 18:20
 | discuss 441 - Lotto	 Accepted	C++11	0.000	0.000	732	2016-05-08 13:57
 | discuss 604 - The Boggle Game	 Accepted	C++11	0.120	0.000	99	2016-05-08 13:56
 | discuss 167 - The Sultan's Successors	 Accepted	C++11	0.000	0.000	632	2016-05-08 13:55
 | discuss 624 - CD	 Accepted	C++11	0.050	0.000	3046	2016-05-08 13:55
 | discuss 750 - 8 Queens Chess Problem	 Accepted	C++11	0.000	0.000	354	2016-05-08 13:54
 | discuss 989 - Su Doku	 Accepted	C++11	0.000	0.000	37	2016-05-08 13:52
 | discuss 12372 - Packing for Holiday	 Accepted	C++	0.000	0.000	1581	2016-05-03 22:20
 | discuss 11278 - One-Handed Typist	 Accepted	ANSI C	0.000	0.000	182	2016-05-03 21:39
 | discuss 11278 - One-Handed Typist	 Wrong answer	ANSI C	0.000	0.000	-	2016-05-03 20:22
 | discuss 446 - Kibbles "n" Bits "n" Bits "n" Bits	 Accepted	ANSI C	0.000	0.000	1905	2016-05-01 15:51
 | discuss 499 - What's The Frequency, Kenneth?	 Accepted	C++	0.000	0.000	1364	2016-04-30 12:45
 | discuss 537 - Artificial Intelligence?	 Accepted	C++	0.000	0.000	941	2016-04-30 12:42
 | discuss 492 - Pig-Latin	 Accepted	C++	0.000	0.000	22	2016-04-30 12:41
 | discuss 492 - Pig-Latin	 Compile error	ANSI C	0.000	0.000	-	2016-04-30 12:40
 | discuss 10062 - Tell me the frequencies!	 Accepted	ANSI C	0.000	0.000	970	2016-04-30 12:39
 | discuss 10019 - Funny Encryption Method	 Accepted	ANSI C	0.000	0.000	3346	2016-04-30 12:38
 | discuss 10293 - Word Length and Frequency	 Accepted	ANSI C	0.000	0.000	480	2016-04-30 12:35
 | discuss 644 - Immediate Decodability	 Accepted	ANSI C	0.010	0.000	59	2016-04-30 12:34
 | discuss 422 - Word-Search Wonder	 Accepted	ANSI C	0.000	0.000	160	2016-04-30 12:33
 | discuss 409 - Excuses, Excuses!	 Accepted	C++	0.000	0.000	782	2016-04-26 16:34
 | discuss 11934 - Magic Formula	 Accepted	ANSI C	0.000	0.000	299	2016-04-26 15:35
 | discuss 10222 - Decode the Mad man	 Accepted	ANSI C	0.000	0.000	2925	2016-04-26 15:02
 | discuss 444 - Encoder and Decoder	 Accepted	ANSI C	0.000	0.000	465	2016-04-26 14:58
 | discuss 10499 - The Land of Justice	 Accepted	ANSI C	0.010	0.000	307	2016-04-24 23:49
 | discuss 10499 - The Land of Justice	 Wrong answer	ANSI C	0.000	0.000	-	2016-04-24 23:35
 | discuss 10499 - The Land of Justice	 Wrong answer	ANSI C	0.000	0.000	-	2016-04-24 23:29
 | discuss 10499 - The Land of Justice	 Wrong answer	ANSI C	0.000	0.000	-	2016-04-24 23:13
 | discuss 944 - Happy Numbers	 Accepted	C++	0.050	0.000	14	2016-04-24 22:49
 | discuss 944 - Happy Numbers	 Wrong answer	ANSI C	0.050	0.000	-	2016-04-24 22:34
 | discuss 324 - Factorial Frequencies	 Accepted	C++	0.000	0.000	252	2016-04-24 00:38
 | discuss 412 - Pi	 Accepted	C++	0.060	0.000	26	2016-04-24 00:12
 | discuss 412 - Pi	 Wrong answer	ANSI C	0.070	0.000	-	2016-04-23 23:51
 | discuss 408 - Uniform Generator	 Accepted	ANSI C	0.040	0.000	2474	2016-04-22 17:51
 | discuss 10394 - Twin Primes	 Accepted	C++	0.100	0.020	149	2016-04-22 17:15
 | discuss 10394 - Twin Primes	 Time limit	C++	3.000	0.020	-	2016-04-22 16:22
 | discuss 10168 - Summation of Four Primes	 Accepted	C++	0.020	0.000	147	2016-04-22 15:57
 | discuss 10168 - Summation of Four Primes	 Wrong answer	C++	0.020	0.000	-	2016-04-22 15:10
 | discuss 686 - Goldbach's Conjecture (II)	 Accepted	C++	0.000	0.000	351	2016-04-22 14:55
 | discuss 10784 - Diagonal	 Accepted	ANSI C	0.000	0.000	252	2016-04-22 14:34
 | discuss 10699 - Count the factors	 Accepted	C++	0.000	0.000	273	2016-04-22 02:03
 | discuss 10922 - 2 the 9s	 Accepted	ANSI C	0.000	0.000	47	2016-04-22 00:48
 | discuss 10922 - 2 the 9s	 Wrong answer	ANSI C	0.000	0.000	-	2016-04-22 00:42
 | discuss 748 - Exponentiation	 Accepted	ANSI C	0.000	0.000	290	2016-04-21 01:48
 | discuss 490 - Rotating Sentences	 Accepted	ANSI C	0.000	0.000	1159	2016-04-20 14:40
 | discuss 490 - Rotating Sentences	 PresentationE	ANSI C	0.000	0.000	-	2016-04-20 14:04
 | discuss 10193 - All You Need Is Love	 Accepted	ANSI C	0.000	0.000	1056	2016-04-19 23:33
 | discuss 713 - Adding Reversed Numbers	 Accepted	C++	0.000	0.000	522	2016-04-19 15:41
 | discuss 11879 - Multiple of 17	 Accepted	C++	0.000	0.000	320	2016-04-19 14:59
 | discuss 10105 - Polynomial Coefficients	 Wrong answer	C++	0.000	0.000	-	2016-04-19 14:59
 | discuss 10105 - Polynomial Coefficients	 Accepted	ANSI C	0.000	0.000	92	2016-04-19 14:20
 | discuss 514 - Rails	 Accepted	C++	0.040	0.000	174	2016-04-19 01:36
 | discuss 10424 - Love Calculator	 Accepted	ANSI C	0.000	0.000	2384	2016-04-18 02:00
 | discuss 10170 - The Hotel with Infinite Rooms	 Accepted	ANSI C	0.000	0.000	11	2016-04-18 01:30
 | discuss 10324 - Zeros and Ones	 Accepted	ANSI C	1.570	0.000	4369	2016-04-18 00:56
 | discuss 10324 - Zeros and Ones	 PresentationE	ANSI C	1.560	0.000	-	2016-04-18 00:50
 | discuss 11068 - An Easy Task	 Accepted	ANSI C	0.000	0.000	151	2016-04-18 00:13
 | discuss 445 - Marvelous Mazes	 Accepted	ANSI C	0.000	0.000	1397	2016-04-17 13:57
 | discuss 573 - The Snail	 Accepted	ANSI C	0.000	0.000	2710	2016-04-15 23:14
 | discuss 11713 - Abstract Names	 Accepted	ANSI C	0.000	0.000	400	2016-04-15 21:35
 | discuss 12342 - Tax Calculator	 Accepted	ANSI C	0.000	0.000	94	2016-04-15 21:11
 | discuss 12342 - Tax Calculator	 Wrong answer	C++	0.000	0.000	-	2016-04-15 20:14
 | discuss 106 - Fermat vs. Pythagoras	 Time limit	ANSI C	3.000	0.008	-	2016-04-15 19:10
 | discuss 10127 - Ones	 Accepted	ANSI C	0.000	0.000	952	2016-04-15 17:56
 | discuss 10127 - Ones	 Accepted	C++	0.700	0.000	7990	2016-04-15 13:38
 | discuss 575 - Skew Binary	 Accepted	ANSI C	0.000	0.000	3937	2016-04-14 20:34
